city,date,AQI,quality_level,PM25,PM10,SO2,CO,NO2,weather,wind_direction,is_rain,week
惠州,2018/1/29,22,优,14,17,4,0.8,17,小雨,无持续风向,1,1
惠州,2018/1/30,40,优,28,30,5,0.8,19,小雨,无持续风向,1,2
惠州,2018/1/31,30,优,17,18,5,0.7,17,小雨~多云,无持续风向,1,3
惠州,2018/2/1,55,良,39,52,8,0.6,20,晴,无持续风向,0,4
惠州,2018/2/2,57,良,40,50,8,0.6,20,多云,无持续风向,0,5
惠州,2018/2/3,57,良,40,60,10,0.6,24,多云,无持续风向,0,6
惠州,2018/2/4,62,良,44,65,10,0.6,20,多云,北风,0,7
惠州,2018/2/5,55,良,39,56,9,0.6,24,多云,无持续风向,0,1
惠州,2018/2/6,52,良,34,53,9,0.6,35,多云,无持续风向,0,2
惠州,2018/2/7,59,良,42,61,10,0.6,42,阴,无持续风向,0,3
惠州,2018/2/8,53,良,37,50,10,0.5,26,多云,无持续风向,0,4
惠州,2018/2/9,59,良,42,56,9,0.6,35,多云,无持续风向,0,5
惠州,2018/2/10,65,良,47,52,7,0.6,20,阴,无持续风向,0,6
惠州,2018/2/11,74,良,54,62,8,0.7,18,多云~晴,无持续风向,0,7
惠州,2018/2/12,58,良,41,58,6,0.6,18,多云,无持续风向,0,1
惠州,2018/2/13,65,良,35,72,7,0.6,19,多云,无持续风向,0,2
惠州,2018/2/14,60,良,36,69,6,0.6,25,多云,无持续风向,0,3
惠州,2018/2/15,65,良,47,74,8,0.7,31,多云,无持续风向,0,4
惠州,2018/2/16,180,中度污染,136,168,21,0.7,26,多云,无持续风向,0,5
惠州,2018/2/17,83,良,61,62,8,0.6,14,多云~阴,无持续风向,0,6
惠州,2018/2/18,52,良,36,47,8,0.6,16,多云,无持续风向,0,7
惠州,2018/2/19,52,良,36,43,8,0.7,22,多云~阴,无持续风向,0,1
惠州,2018/2/20,38,优,26,31,8,0.6,18,阴,无持续风向,0,2
惠州,2018/2/21,29,优,20,23,7,0.6,14,阴~小雨,无持续风向,1,3
惠州,2018/2/22,20,优,10,8,6,0.8,12,阴,无持续风向,0,4
惠州,2018/2/23,20,优,11,15,6,0.8,14,阴,无持续风向,0,5
惠州,2018/2/24,45,优,31,37,7,0.8,26,阵雨~阴,无持续风向,1,6
惠州,2018/2/25,40,优,28,27,5,0.7,20,小雨~阴,无持续风向,1,7
惠州,2018/2/26,38,优,19,26,5,0.5,17,多云,无持续风向,0,1
惠州,2018/2/27,54,良,25,38,6,0.4,21,多云,无持续风向,0,2
惠州,2018/2/28,49,优,28,43,6,0.6,38,多云,无持续风向,0,3
惠州,2018/3/1,49,优,34,40,7,0.6,25,多云~阴,无持续风向,0,4
惠州,2018/3/2,48,优,28,37,7,0.5,16,多云,无持续风向,0,5
惠州,2018/3/3,41,优,28,41,6,0.5,14,多云,无持续风向,0,6
惠州,2018/3/4,33,优,23,30,5,0.5,16,小雨~雷阵雨,无持续风向,1,7
惠州,2018/3/5,33,优,20,33,7,0.5,24,阵雨~多云,无持续风向,1,1
惠州,2018/3/6,43,优,18,34,6,0.6,17,多云~阴,无持续风向,0,2
惠州,2018/3/7,49,优,19,35,6,0.5,16,阴~小到中雨,无持续风向,1,3
惠州,2018/3/8,24,优,9,11,5,0.6,13,雷阵雨~多云,北风,1,4
惠州,2018/3/9,47,优,15,30,5,0.4,17,晴,无持续风向,0,5
惠州,2018/3/10,71,良,27,48,8,0.5,28,晴,无持续风向,0,6
惠州,2018/3/11,70,良,31,50,8,0.5,28,多云,无持续风向,0,7
惠州,2018/3/12,69,良,31,52,8,0.5,35,多云,无持续风向,0,1
惠州,2018/3/13,58,良,27,47,9,0.5,32,多云~阵雨,无持续风向,1,2
惠州,2018/3/14,44,优,27,43,9,0.5,35,雷阵雨,无持续风向,1,3
惠州,2018/3/15,57,良,37,56,10,0.7,45,雷阵雨,无持续风向,1,4
惠州,2018/3/16,75,良,42,59,9,0.7,38,多云,无持续风向,0,5
惠州,2018/3/17,53,良,25,33,5,0.5,15,阴,无持续风向,0,6
惠州,2018/3/18,46,优,25,40,6,0.5,18,多云,南风,0,7
惠州,2018/3/19,47,优,30,47,6,0.6,31,中雨~中到大雨,无持续风向,1,1
惠州,2018/3/20,37,优,12,20,6,0.8,18,多云,无持续风向,0,2
惠州,2018/3/21,50,优,14,28,6,0.7,16,多云,无持续风向,0,3
惠州,2018/3/22,60,良,24,49,8,0.5,27,晴~多云,无持续风向,0,4
惠州,2018/3/23,88,良,35,72,9,0.5,32,多云,无持续风向,0,5
惠州,2018/3/24,65,良,39,74,9,0.5,29,多云,无持续风向,0,6
惠州,2018/3/25,77,良,32,70,9,0.5,28,多云,无持续风向,0,7
惠州,2018/3/26,65,良,41,77,9,0.6,38,多云,无持续风向,0,1
惠州,2018/3/27,81,良,39,56,9,0.7,27,多云,无持续风向,0,2
惠州,2018/3/28,85,良,41,55,7,0.6,20,多云,无持续风向,0,3
惠州,2018/3/29,80,良,35,51,7,0.5,23,多云,无持续风向,0,4
惠州,2018/3/30,73,良,35,56,8,0.5,28,多云,无持续风向,0,5
惠州,2018/3/31,75,良,24,48,6,0.4,23,多云,无持续风向,0,6
惠州,2018/4/1,89,良,29,60,7,0.4,22,多云,无持续风向,0,7
惠州,2018/4/2,100,良,39,76,10,0.5,26,多云,无持续风向,0,1
惠州,2018/4/3,69,良,37,67,7,0.4,24,多云,无持续风向,0,2
惠州,2018/4/4,53,良,29,56,7,0.4,23,多云,无持续风向,0,3
惠州,2018/4/5,44,优,23,44,6,0.4,16,多云,无持续风向,0,4
惠州,2018/4/6,54,良,19,58,7,0.5,20,小雨,北风,1,5
惠州,2018/4/7,76,良,26,102,7,0.4,17,阵雨~多云,北风,1,6
惠州,2018/4/8,78,良,34,101,10,0.5,30,多云,无持续风向,0,7
惠州,2018/4/9,80,良,38,84,8,0.6,31,多云,无持续风向,0,1
惠州,2018/4/10,63,良,31,58,8,0.5,23,多云,无持续风向,0,2
惠州,2018/4/11,52,良,30,53,7,0.5,25,多云,无持续风向,0,3
惠州,2018/4/12,41,优,26,41,7,0.4,23,多云,无持续风向,0,4
惠州,2018/4/13,29,优,17,29,6,0.4,18,多云~阴,无持续风向,0,5
惠州,2018/4/14,31,优,18,31,6,0.5,22,雷阵雨,无持续风向,1,6
惠州,2018/4/15,26,优,10,15,5,0.6,16,小到中雨~雷阵雨,北风,1,7
惠州,2018/4/16,53,良,29,55,6,0.4,19,小到中雨~小雨,无持续风向,1,1
惠州,2018/4/17,59,良,36,68,8,0.5,25,阴~多云,无持续风向,0,2
惠州,2018/4/18,80,良,41,69,7,0.6,29,多云,无持续风向,0,3
惠州,2018/4/19,90,良,35,63,8,0.6,27,雷阵雨~多云,无持续风向,1,4
惠州,2018/4/20,65,良,30,58,8,0.5,23,雷阵雨~雾,南风,1,5
惠州,2018/4/21,50,优,26,50,6,0.5,17,阴,无持续风向,0,6
惠州,2018/4/22,45,优,25,45,5,0.4,19,雷阵雨,无持续风向,1,7
惠州,2018/4/23,43,优,24,43,6,0.5,29,雷阵雨~中到大雨,无持续风向,1,1
惠州,2018/4/24,34,优,23,33,7,0.7,27,雷阵雨,无持续风向,1,2
惠州,2018/4/25,40,优,25,40,9,0.7,22,阴,无持续风向,0,3
惠州,2018/4/26,60,良,43,58,9,0.8,32,雷阵雨,无持续风向,1,4
惠州,2018/4/27,58,良,41,59,8,0.8,31,小雨,无持续风向,1,5
惠州,2018/4/28,68,良,35,53,6,0.7,19,多云,无持续风向,0,6
惠州,2018/4/29,55,良,31,49,6,0.6,21,多云,无持续风向,0,7
惠州,2018/4/30,44,优,27,44,6,0.6,19,多云~阴,无持续风向,0,1
惠州,2018/5/1,39,优,22,39,6,0.5,18,多云,无持续风向,0,2
惠州,2018/5/2,80,良,27,53,9,0.6,27,阴,无持续风向,0,3
惠州,2018/5/3,69,良,23,35,6,0.6,15,中雨~雷阵雨,无持续风向,1,4
惠州,2018/5/4,55,良,19,30,6,0.7,17,雷阵雨~多云,无持续风向,1,5
惠州,2018/5/5,50,优,19,41,6,0.5,15,雷阵雨,无持续风向,1,6
惠州,2018/5/6,32,优,17,32,4,0.5,15,小到中雨,无持续风向,1,7
惠州,2018/5/7,25,优,12,21,4,0.5,17,中到大雨,无持续风向,1,1
惠州,2018/5/8,40,优,11,21,5,0.6,19,雷阵雨,无持续风向,1,2
惠州,2018/5/9,34,优,17,30,6,0.7,22,中雨~雷阵雨,无持续风向,1,3
惠州,2018/5/10,50,优,17,40,7,0.6,17,雷阵雨~阴,无持续风向,1,4
惠州,2018/5/11,47,优,21,47,7,0.5,16,多云,无持续风向,0,5
惠州,2018/5/12,47,优,23,47,7,0.5,20,多云~阴,无持续风向,0,6
惠州,2018/5/13,69,良,25,50,8,0.6,30,多云,无持续风向,0,7
惠州,2018/5/14,65,良,22,41,6,0.5,26,多云,无持续风向,0,1
惠州,2018/5/15,40,优,15,27,5,0.5,17,多云,无持续风向,0,2
惠州,2018/5/16,38,优,15,28,5,0.5,17,多云,无持续风向,0,3
惠州,2018/5/17,44,优,17,32,5,0.4,20,多云,无持续风向,0,4
惠州,2018/5/18,54,良,18,36,6,0.5,23,多云,无持续风向,0,5
惠州,2018/5/19,88,良,20,43,7,0.5,27,多云,无持续风向,0,6
惠州,2018/5/20,56,良,19,35,6,0.5,25,多云,无持续风向,0,7
惠州,2018/5/21,58,良,17,35,6,0.5,22,多云,无持续风向,0,1
惠州,2018/5/22,67,良,16,33,6,0.5,17,多云,无持续风向,0,2
惠州,2018/5/23,114,轻度污染,23,49,7,0.5,27,多云,无持续风向,0,3
惠州,2018/5/24,48,优,21,36,6,0.5,13,多云,无持续风向,0,4
惠州,2018/5/25,53,良,13,30,6,0.4,18,多云,无持续风向,0,5
惠州,2018/5/26,50,优,14,30,6,0.5,21,多云,无持续风向,0,6
惠州,2018/5/27,58,良,17,38,7,0.5,24,多云~晴,无持续风向,0,7
惠州,2018/5/28,106,轻度污染,26,51,8,0.6,28,雷阵雨~多云,无持续风向,1,1
惠州,2018/5/29,140,轻度污染,30,61,12,0.7,36,多云,无持续风向,0,2
惠州,2018/5/30,79,良,28,49,11,0.6,31,多云,无持续风向,0,3
惠州,2018/5/31,102,轻度污染,19,37,11,0.4,24,多云~雷阵雨,无持续风向,1,4
惠州,2018/6/1,48,优,18,33,9,0.4,17,中雨~雷阵雨,无持续风向,1,5
惠州,2018/6/2,60,良,15,30,5,0.5,11,中雨~多云,无持续风向,1,6
惠州,2018/6/3,73,良,21,41,6,0.5,11,多云,无持续风向,0,7
惠州,2018/6/4,48,优,21,35,6,0.5,12,雷阵雨,东南风,1,1
惠州,2018/6/5,29,优,14,22,6,0.5,16,中雨,无持续风向,1,2
惠州,2018/6/6,22,优,8,11,5,0.6,17,大雨~中雨,无持续风向,1,3
惠州,2018/6/7,24,优,6,10,5,0.5,11,中雨,无持续风向,1,4
惠州,2018/6/8,22,优,8,13,6,0.5,12,大雨~中雨,东南风,1,5
惠州,2018/6/9,41,优,15,27,5,0.7,20,中雨~雷阵雨,无持续风向,1,6
惠州,2018/6/10,44,优,18,35,6,0.7,23,多云,无持续风向,0,7
惠州,2018/6/11,88,良,23,49,7,0.7,25,多云,无持续风向,0,1
惠州,2018/6/12,55,良,32,43,7,0.8,23,中雨~暴雨,无持续风向,1,2
惠州,2018/6/13,39,优,20,22,6,0.7,21,大雨~雷阵雨,无持续风向,1,3
惠州,2018/6/14,42,优,12,22,5,0.7,15,雷阵雨,无持续风向,1,4
惠州,2018/6/15,31,优,14,24,5,0.6,16,多云,无持续风向,0,5
惠州,2018/6/16,66,良,15,31,5,0.5,15,多云~雷阵雨,无持续风向,1,6
惠州,2018/6/17,66,良,19,45,6,0.5,16,中雨~雷阵雨,无持续风向,1,7
惠州,2018/6/18,120,轻度污染,30,48,7,0.6,19,雷阵雨,无持续风向,1,1
惠州,2018/6/19,33,优,16,27,6,0.5,18,雷阵雨,无持续风向,1,2
惠州,2018/6/20,60,良,19,40,6,0.5,21,雷阵雨,无持续风向,1,3
惠州,2018/6/21,36,优,16,33,6,0.6,23,雷阵雨,无持续风向,1,4
惠州,2018/6/22,33,优,14,28,7,0.6,26,中雨,无持续风向,1,5
惠州,2018/6/23,29,优,10,19,6,0.6,23,中雨~雷阵雨,无持续风向,1,6
惠州,2018/6/24,26,优,9,21,5,0.5,10,雷阵雨,无持续风向,1,7
惠州,2018/6/25,23,优,9,19,5,0.5,14,雷阵雨,无持续风向,1,1
惠州,2018/6/26,34,优,12,24,5,0.5,17,雷阵雨~多云,无持续风向,1,2
惠州,2018/6/27,47,优,14,31,6,0.5,21,多云,无持续风向,0,3
惠州,2018/6/28,90,良,20,39,6,0.5,25,雷阵雨,无持续风向,1,4
惠州,2018/6/29,90,良,22,41,7,0.5,26,多云,无持续风向,0,5
惠州,2018/6/30,50,优,17,31,7,0.4,19,雷阵雨,无持续风向,1,6
惠州,2018/7/1,48,优,16,31,7,0.4,19,雷阵雨,无持续风向,1,7
惠州,2018/7/2,32,优,16,30,7,0.5,24,雷阵雨,无持续风向,1,1
惠州,2018/7/3,35,优,17,35,6,0.5,22,雷阵雨,无持续风向,1,2
惠州,2018/7/4,40,优,14,29,5,0.5,15,阵雨,无持续风向,1,3
惠州,2018/7/5,29,优,13,28,6,0.5,18,雷阵雨,无持续风向,1,4
惠州,2018/7/6,44,优,15,31,9,0.5,18,雷阵雨,无持续风向,1,5
惠州,2018/7/7,28,优,14,25,7,0.6,22,雷阵雨,无持续风向,1,6
惠州,2018/7/8,24,优,12,24,5,0.6,17,中雨~雷阵雨,无持续风向,1,7
惠州,2018/7/9,24,优,9,24,7,0.5,12,多云,无持续风向,0,1
惠州,2018/7/10,40,优,13,29,8,0.5,14,晴~多云,无持续风向,0,2
惠州,2018/7/11,153,中度污染,28,52,10,0.6,24,多云,无持续风向,0,3
惠州,2018/7/12,31,优,13,20,8,0.4,11,雷阵雨,无持续风向,1,4
惠州,2018/7/13,22,优,8,12,6,0.5,12,中雨~雷阵雨,无持续风向,1,5
惠州,2018/7/14,23,优,8,16,7,0.5,10,大雨~雷阵雨,无持续风向,1,6
惠州,2018/7/15,23,优,9,18,6,0.5,12,雷阵雨~中雨,东风,1,7
惠州,2018/7/16,34,优,12,29,7,0.5,16,多云,无持续风向,0,1
惠州,2018/7/17,46,优,20,42,7,0.6,18,多云,无持续风向,0,2
惠州,2018/7/18,26,优,13,26,6,0.5,10,多云,无持续风向,0,3
惠州,2018/7/19,27,优,13,24,6,0.5,11,多云,无持续风向,0,4
惠州,2018/7/20,33,优,11,23,6,0.5,12,多云,无持续风向,0,5
惠州,2018/7/21,70,良,17,36,7,0.6,23,多云,无持续风向,0,6
惠州,2018/7/22,74,良,21,42,9,0.6,30,雷阵雨,无持续风向,1,7
惠州,2018/7/23,32,优,17,32,7,0.6,19,大雨~雷阵雨,无持续风向,1,1
惠州,2018/7/24,29,优,14,28,7,0.5,10,中雨~雷阵雨,无持续风向,1,2
惠州,2018/7/25,29,优,14,29,7,0.5,11,雷阵雨~多云,无持续风向,1,3
惠州,2018/7/26,32,优,15,32,7,0.6,19,雷阵雨~阴,无持续风向,1,4
惠州,2018/7/27,36,优,16,35,8,0.6,19,阵雨,无持续风向,1,5
惠州,2018/7/28,43,优,15,29,7,0.6,16,多云,无持续风向,0,6
惠州,2018/7/29,66,良,18,36,9,0.6,22,多云,无持续风向,0,7
惠州,2018/7/30,59,良,20,39,9,0.7,27,雷阵雨~多云,无持续风向,1,1
惠州,2018/7/31,51,良,21,38,8,0.7,26,多云,无持续风向,0,2
惠州,2018/8/1,41,优,18,36,9,0.7,23,阵雨,无持续风向,1,3
惠州,2018/8/2,60,良,18,32,7,0.7,24,雷阵雨~多云,无持续风向,1,4
惠州,2018/8/3,40,优,23,40,7,0.8,32,阵雨,无持续风向,1,5
惠州,2018/8/4,55,良,22,39,7,0.7,22,多云,无持续风向,0,6
惠州,2018/8/5,52,良,18,34,6,0.6,16,多云,无持续风向,0,7
惠州,2018/8/6,44,优,16,31,7,0.5,17,多云,无持续风向,0,1
惠州,2018/8/7,43,优,20,40,9,0.6,22,多云,无持续风向,0,2
惠州,2018/8/8,44,优,19,34,8,0.5,14,多云,无持续风向,0,3
惠州,2018/8/9,45,优,16,29,8,0.5,10,多云,无持续风向,0,4
惠州,2018/8/10,25,优,12,17,7,0.5,11,中雨,无持续风向,1,5
惠州,2018/8/11,25,优,9,17,6,0.5,12,大雨~中雨,无持续风向,1,6
惠州,2018/8/12,35,优,11,20,6,0.5,10,大雨~中到大雨,无持续风向,1,7
惠州,2018/8/13,41,优,12,27,7,0.6,13,阵雨,东南风,1,1
惠州,2018/8/14,34,优,12,22,6,0.6,12,中到大雨~中雨,无持续风向,1,2
惠州,2018/8/15,40,优,15,19,5,0.6,10,大雨~阵雨,东南风,1,3
惠州,2018/8/16,30,优,11,17,5,0.6,14,阵雨,无持续风向,1,4
惠州,2018/8/17,42,优,14,26,6,0.7,20,中雨~阵雨,无持续风向,1,5
惠州,2018/8/18,40,优,18,30,6,0.7,25,中雨~雷阵雨,无持续风向,1,6
惠州,2018/8/19,55,良,17,30,6,0.7,19,中雨~阵雨,无持续风向,1,7
惠州,2018/8/20,78,良,23,41,6,0.8,23,阵雨,无持续风向,1,1
惠州,2018/8/21,60,良,20,36,6,0.7,19,阵雨,无持续风向,1,2
惠州,2018/8/22,58,良,22,39,7,0.7,21,阵雨,无持续风向,1,3
惠州,2018/8/23,127,轻度污染,26,46,8,0.8,30,阵雨,无持续风向,1,4
惠州,2018/8/24,100,良,32,52,8,0.9,31,中雨~雷阵雨,无持续风向,1,5
惠州,2018/8/25,106,轻度污染,42,76,10,0.9,30,多云,无持续风向,0,6
惠州,2018/8/26,68,良,26,39,8,0.9,15,多云,无持续风向,0,7
惠州,2018/8/27,64,良,28,37,7,1,24,阵雨,无持续风向,1,1
惠州,2018/8/28,41,优,14,20,7,0.7,16,大雨,无持续风向,1,2
惠州,2018/8/29,31,优,11,14,6,0.7,17,暴雨,无持续风向,1,3
惠州,2018/8/30,23,优,10,16,5,0.6,18,暴雨~中雨,无持续风向,1,4
惠州,2018/8/31,18,优,11,16,7,0.6,14,中到大雨~阵雨,无持续风向,1,5
惠州,2018/9/1,20,优,11,20,8,0.6,13,中到大雨~阵雨,无持续风向,1,6
惠州,2018/9/2,33,优,14,27,8,0.6,14,中雨~阵雨,无持续风向,1,7
惠州,2018/9/3,43,优,18,35,7,0.7,21,阵雨~多云,无持续风向,1,1
惠州,2018/9/4,102,轻度污染,27,53,9,0.7,28,雷阵雨~多云,无持续风向,1,2
惠州,2018/9/5,98,良,34,53,9,0.8,31,雷阵雨,无持续风向,1,3
惠州,2018/9/6,78,良,25,42,7,0.7,16,阵雨~多云,无持续风向,1,4
惠州,2018/9/7,72,良,30,47,6,0.7,22,中雨~阵雨,无持续风向,1,5
惠州,2018/9/8,51,良,18,35,6,0.7,10,阵雨,东北风,1,6
惠州,2018/9/9,50,优,27,48,7,0.7,11,阴,无持续风向,0,7
惠州,2018/9/10,50,优,23,40,8,0.8,23,多云,无持续风向,0,1
惠州,2018/9/11,80,良,29,60,10,0.8,30,多云,无持续风向,0,2
惠州,2018/9/12,45,优,25,36,8,0.6,12,阵雨,无持续风向,1,3
惠州,2018/9/13,36,优,16,25,7,0.6,12,中雨~多云,无持续风向,1,4
惠州,2018/9/14,49,优,23,46,8,0.7,23,多云,无持续风向,0,5
惠州,2018/9/15,40,优,20,40,8,0.6,19,多云~大雨,东北风,1,6
惠州,2018/9/16,32,优,10,17,6,0.4,4,暴雨~大雨,东风,1,7
惠州,2018/9/17,25,优,11,22,5,0.5,6,大雨~阵雨,东南风,1,1
惠州,2018/9/18,26,优,10,22,7,0.5,12,阵雨~多云,无持续风向,1,2
惠州,2018/9/19,70,良,19,45,8,0.7,26,多云,无持续风向,0,3
惠州,2018/9/20,117,轻度污染,33,51,10,0.6,25,雷阵雨~多云,无持续风向,1,4
惠州,2018/9/21,95,良,28,47,11,0.6,25,多云~阵雨,无持续风向,1,5
惠州,2018/9/22,70,良,23,39,9,0.5,20,阵雨,无持续风向,1,6
惠州,2018/9/23,36,优,17,28,8,0.5,18,阵雨~阴,无持续风向,1,7
惠州,2018/9/24,39,优,14,24,7,0.5,13,阵雨~多云,无持续风向,1,1
惠州,2018/9/25,46,优,15,29,7,0.6,18,雷阵雨~多云,无持续风向,1,2
惠州,2018/9/26,92,良,29,54,9,0.7,27,阵雨~晴,无持续风向,1,3
惠州,2018/9/27,67,良,26,46,8,0.6,19,多云,无持续风向,0,4
惠州,2018/9/28,54,良,34,55,9,0.6,16,多云,无持续风向,0,5
惠州,2018/9/29,72,良,32,52,9,0.6,17,多云~晴,无持续风向,0,6
惠州,2018/9/30,85,良,32,55,9,0.6,21,多云,无持续风向,0,7
惠州,2018/10/1,92,良,37,60,10,0.7,22,晴,无持续风向,0,1
惠州,2018/10/2,99,良,34,65,10,0.7,19,晴,无持续风向,0,2
惠州,2018/10/3,100,良,35,67,10,0.7,20,晴,无持续风向,0,3
惠州,2018/10/4,96,良,33,62,10,0.6,24,晴,无持续风向,0,4
惠州,2018/10/5,103,轻度污染,30,58,10,0.6,20,晴,无持续风向,0,5
惠州,2018/10/6,100,良,33,58,11,0.6,21,晴,无持续风向,0,6
惠州,2018/10/7,99,良,42,65,12,0.6,25,晴,无持续风向,0,7
惠州,2018/10/8,106,轻度污染,37,59,8,0.6,17,晴~多云,无持续风向,0,1
惠州,2018/10/9,95,良,33,56,7,0.6,19,晴~多云,无持续风向,0,2
惠州,2018/10/10,59,良,42,63,8,0.7,23,阵雨,无持续风向,1,3
惠州,2018/10/11,42,优,21,30,6,0.8,14,阵雨~多云,无持续风向,1,4
惠州,2018/10/12,47,优,29,43,8,0.7,17,阴~多云,无持续风向,0,5
惠州,2018/10/13,63,良,28,46,9,0.6,21,多云,无持续风向,0,6
惠州,2018/10/14,55,良,22,40,7,0.5,16,多云~阵雨,无持续风向,1,7
惠州,2018/10/15,49,优,24,39,7,0.5,16,阵雨,无持续风向,1,1
惠州,2018/10/16,27,优,16,21,7,0.7,18,中到大雨~小雨,无持续风向,1,2
惠州,2018/10/17,23,优,15,20,7,0.8,18,阴,无持续风向,0,3
惠州,2018/10/18,32,优,22,29,6,0.7,20,阴,无持续风向,0,4
惠州,2018/10/19,49,优,28,45,8,0.6,21,多云,无持续风向,0,5
惠州,2018/10/20,63,良,30,49,7,0.6,18,多云,无持续风向,0,6
惠州,2018/10/21,60,良,24,42,7,0.5,16,多云,无持续风向,0,7
惠州,2018/10/22,69,良,30,52,8,0.6,29,阵雨~阴,无持续风向,1,1
惠州,2018/10/23,37,优,21,35,8,0.8,19,多云,无持续风向,0,2
惠州,2018/10/24,57,良,29,49,8,0.8,22,阴~多云,无持续风向,0,3
惠州,2018/10/25,85,良,33,51,7,0.7,22,多云,无持续风向,0,4
惠州,2018/10/26,102,轻度污染,46,70,9,0.8,34,多云,无持续风向,0,5
惠州,2018/10/27,65,良,22,52,10,0.7,20,晴,无持续风向,0,6
惠州,2018/10/28,67,良,28,63,13,0.6,34,晴,无持续风向,0,7
惠州,2018/10/29,65,良,28,64,13,0.6,38,晴,无持续风向,0,1
惠州,2018/10/30,71,良,27,57,13,0.5,26,多云~晴,无持续风向,0,2
惠州,2018/10/31,70,良,24,56,12,0.5,18,晴~多云,无持续风向,0,3
惠州,2018/11/1,71,良,29,58,11,0.5,14,多云,北风,0,4
惠州,2018/11/2,45,优,30,38,8,0.5,16,阵雨~多云,无持续风向,1,5
惠州,2018/11/3,31,优,16,26,7,0.6,18,多云,无持续风向,0,6
惠州,2018/11/4,39,优,23,38,8,0.6,23,多云,无持续风向,0,7
惠州,2018/11/5,53,良,28,48,9,0.6,26,多云,无持续风向,0,1
惠州,2018/11/6,59,良,24,45,9,0.6,24,多云,无持续风向,0,2
惠州,2018/11/7,59,良,29,56,9,0.7,32,多云,无持续风向,0,3
惠州,2018/11/8,47,优,28,47,9,0.8,23,多云,无持续风向,0,4
惠州,2018/11/9,50,优,23,46,9,0.8,27,多云,无持续风向,0,5
惠州,2018/11/10,58,良,41,63,10,0.8,30,多云,无持续风向,0,6
惠州,2018/11/11,58,良,37,65,10,0.8,39,多云,无持续风向,0,7
惠州,2018/11/12,56,良,36,60,10,0.7,31,阴~多云,无持续风向,0,1
惠州,2018/11/13,47,优,20,34,9,0.7,17,多云,无持续风向,0,2
惠州,2018/11/14,64,良,25,44,8,0.6,17,多云,无持续风向,0,3
惠州,2018/11/15,49,优,23,43,8,0.6,16,多云~阵雨,无持续风向,1,4
惠州,2018/11/16,46,优,23,41,8,0.6,20,小到中雨,无持续风向,1,5
惠州,2018/11/17,39,优,21,39,9,0.9,26,小雨,无持续风向,1,6
惠州,2018/11/18,48,优,24,48,10,0.8,28,多云~阵雨,无持续风向,1,7
惠州,2018/11/19,33,优,12,24,7,0.8,15,阵雨~阴,无持续风向,1,1
惠州,2018/11/20,46,优,20,38,9,0.8,21,多云,无持续风向,0,2
惠州,2018/11/21,73,良,27,46,9,0.8,23,阵雨,东北风,1,3
惠州,2018/11/22,40,优,18,36,8,0.8,14,多云,东北风,0,4
惠州,2018/11/23,54,良,34,55,10,0.7,24,多云,东北风,0,5
惠州,2018/11/24,62,良,41,68,11,0.7,36,多云,东北风,0,6
惠州,2018/11/25,59,良,42,53,10,0.7,32,小雨,东北风,1,7
惠州,2018/11/26,33,优,23,31,8,0.7,22,多云,东北风,0,1
惠州,2018/11/27,53,良,37,53,10,0.7,32,阵雨~小雨,东北风,1,2
惠州,2018/11/28,58,良,41,54,10,0.8,37,阴,东北风,0,3
惠州,2018/11/29,57,良,40,61,11,0.7,30,多云,东北风,0,4
惠州,2018/11/30,70,良,41,66,10,0.6,34,晴~多云,东南风,0,5
惠州,2018/12/1,62,良,44,72,11,0.7,35,多云,东北风,0,6
惠州,2018/12/2,63,良,39,63,10,0.6,30,多云,东南风,0,7
惠州,2018/12/3,56,良,33,62,10,0.6,38,阴,东南风,0,1
惠州,2018/12/4,56,良,29,62,11,0.7,38,多云,东北风,0,2
惠州,2018/12/5,56,良,36,62,9,0.7,28,多云~小雨,东北风,1,3
惠州,2018/12/6,58,良,34,66,9,0.8,30,小雨,东北风,1,4
惠州,2018/12/7,34,优,20,34,8,0.8,17,阴,东北风,0,5
惠州,2018/12/8,21,优,11,21,7,0.6,13,阴,东北风,0,6
惠州,2018/12/9,17,优,10,15,6,0.6,13,小雨,东北风,1,7
惠州,2018/12/10,22,优,13,22,7,0.7,17,阴~小雨,东北风,1,1
惠州,2018/12/11,28,优,16,28,8,0.7,15,小雨,东北风,1,2
惠州,2018/12/12,24,优,14,24,7,0.8,16,多云,东北风,0,3
惠州,2018/12/13,35,优,24,35,8,0.8,16,多云,东北风,0,4
惠州,2018/12/14,34,优,22,34,8,0.8,18,多云,东北风,0,5
惠州,2018/12/15,54,良,31,57,11,1,30,多云,东北风,0,6
惠州,2018/12/16,40,优,28,37,10,0.9,19,多云,东北风,0,7
惠州,2018/12/17,44,优,21,44,11,0.8,23,多云,东北风,0,1
惠州,2018/12/18,59,良,33,68,12,0.7,43,多云,东北风,0,2
惠州,2018/12/19,62,良,39,73,11,0.6,35,多云,东南风,0,3
惠州,2018/12/20,56,良,36,61,8,0.6,25,多云,东南风,0,4
惠州,2018/12/21,52,良,33,54,7,0.6,24,多云,东南风,0,5
惠州,2018/12/22,58,良,39,65,8,0.6,31,多云,东北风,0,6
惠州,2018/12/23,38,优,26,36,7,0.7,19,阴~小雨,东北风,1,7
惠州,2018/12/24,23,优,14,18,6,0.9,16,阴~多云,东北风,0,1
惠州,2018/12/25,38,优,26,37,8,1,26,多云,东北风,0,2
