city,date,AQI,quality_level,PM25,PM10,SO2,CO,NO2,weather,wind_direction,is_rain,week
东莞,2018/1/1,112,轻度污染,84,99,15,1.2,45,多云,无持续风向,0,1
东莞,2018/1/2,113,轻度污染,85,106,13,1.2,63,多云,无持续风向,0,2
东莞,2018/1/3,99,良,74,105,15,1.1,77,多云~小雨,无持续风向,1,3
东莞,2018/1/4,64,良,41,61,12,0.7,51,阴~小雨,无持续风向,1,4
东莞,2018/1/5,53,良,36,48,13,0.9,42,阴~小雨,无持续风向,1,5
东莞,2018/1/6,44,优,27,25,10,1,35,小雨~中雨,无持续风向,1,6
东莞,2018/1/7,48,优,22,22,6,0.9,38,中到大雨,东风,1,7
东莞,2018/1/8,37,优,21,17,7,1.1,29,中雨~小雨,北风,1,1
东莞,2018/1/9,55,良,39,44,9,1,29,小雨~多云,无持续风向,1,2
东莞,2018/1/10,49,优,27,36,11,0.7,39,多云,无持续风向,0,3
东莞,2018/1/11,47,优,23,34,14,0.5,37,多云,无持续风向,0,4
东莞,2018/1/12,47,优,21,34,12,0.5,37,晴,无持续风向,0,5
东莞,2018/1/13,65,良,37,54,15,0.6,52,多云,无持续风向,0,6
东莞,2018/1/14,75,良,52,74,17,0.8,60,多云,无持续风向,0,7
东莞,2018/1/15,102,轻度污染,72,97,20,1.1,84,多云,无持续风向,0,1
东莞,2018/1/16,106,轻度污染,71,89,18,1.1,92,多云,无持续风向,0,2
东莞,2018/1/17,130,轻度污染,99,117,21,1.3,108,多云,无持续风向,0,3
东莞,2018/1/18,133,轻度污染,101,120,20,1.3,103,多云~阴,无持续风向,0,4
东莞,2018/1/19,150,轻度污染,115,128,20,1.3,104,阴,无持续风向,0,5
东莞,2018/1/20,155,中度污染,118,112,22,1.2,78,多云~阴,无持续风向,0,6
东莞,2018/1/21,138,轻度污染,105,94,13,1.1,73,多云,无持续风向,0,7
东莞,2018/1/22,170,中度污染,129,118,17,1.4,66,多云,无持续风向,0,1
东莞,2018/1/23,103,轻度污染,77,87,15,1.5,55,多云,无持续风向,0,2
东莞,2018/1/24,89,良,66,76,11,1.1,45,多云,无持续风向,0,3
东莞,2018/1/25,63,良,45,56,9,0.9,45,多云~阴,无持续风向,0,4
东莞,2018/1/26,63,良,39,50,15,1,50,阴~多云,无持续风向,0,5
东莞,2018/1/27,54,良,37,49,14,0.9,43,阴~小雨,无持续风向,1,6
东莞,2018/1/28,49,优,34,42,11,0.9,34,小雨,无持续风向,1,7
东莞,2018/1/29,30,优,16,17,5,0.8,24,小雨,无持续风向,1,1
东莞,2018/1/30,39,优,27,27,6,0.8,30,小雨,无持续风向,1,2
东莞,2018/1/31,32,优,18,19,6,0.9,25,小雨,无持续风向,1,3
东莞,2018/2/1,63,良,45,55,11,0.8,33,晴,无持续风向,0,4
东莞,2018/2/2,60,良,43,48,9,0.8,26,多云,无持续风向,0,5
东莞,2018/2/3,54,良,38,52,11,0.7,27,多云,无持续风向,0,6
东莞,2018/2/4,59,良,42,56,10,0.7,23,多云,北风,0,7
东莞,2018/2/5,49,优,34,46,9,0.7,31,多云,无持续风向,0,1
东莞,2018/2/6,54,良,37,48,11,0.8,43,多云,无持续风向,0,2
东莞,2018/2/7,68,良,46,64,14,0.8,54,多云,无持续风向,0,3
东莞,2018/2/8,67,良,47,55,10,0.8,45,多云,无持续风向,0,4
东莞,2018/2/9,69,良,50,58,8,0.9,47,多云,无持续风向,0,5
东莞,2018/2/10,84,良,62,60,6,0.9,29,阴,无持续风向,0,6
东莞,2018/2/11,70,良,51,58,7,0.9,22,多云,无持续风向,0,7
东莞,2018/2/12,62,良,44,60,7,0.9,23,多云,无持续风向,0,1
东莞,2018/2/13,73,良,39,70,10,0.9,29,多云,无持续风向,0,2
东莞,2018/2/14,55,良,37,59,7,0.9,28,多云,无持续风向,0,3
东莞,2018/2/15,59,良,42,58,7,0.8,28,多云,无持续风向,0,4
东莞,2018/2/16,127,轻度污染,96,108,12,0.9,33,多云,无持续风向,0,5
东莞,2018/2/17,84,良,62,61,7,0.8,18,多云~阴,无持续风向,0,6
东莞,2018/2/18,59,良,42,48,8,0.9,19,多云,无持续风向,0,7
东莞,2018/2/19,64,良,46,39,9,0.8,28,多云~阴,无持续风向,0,1
东莞,2018/2/20,63,良,45,35,11,0.9,32,阴,无持续风向,0,2
东莞,2018/2/21,40,优,28,25,6,0.9,16,小雨,无持续风向,1,3
东莞,2018/2/22,25,优,11,10,5,1,15,小雨,无持续风向,1,4
东莞,2018/2/23,25,优,17,16,7,0.9,18,阴,无持续风向,0,5
东莞,2018/2/24,48,优,33,31,8,0.9,30,阴~阵雨,无持续风向,1,6
东莞,2018/2/25,42,优,29,26,6,0.9,24,小雨~阴,无持续风向,1,7
东莞,2018/2/26,48,优,25,29,8,0.7,27,多云,无持续风向,0,1
东莞,2018/2/27,67,良,28,34,8,0.7,34,多云,无持续风向,0,2
东莞,2018/2/28,64,良,45,47,12,0.8,51,小雨~多云,无持续风向,1,3
东莞,2018/3/1,88,良,65,54,12,0.9,51,多云~阴,南风,0,4
东莞,2018/3/2,58,良,41,39,10,0.7,34,多云,无持续风向,0,5
东莞,2018/3/3,49,优,33,39,9,0.7,39,多云,无持续风向,0,6
东莞,2018/3/4,35,优,24,27,6,0.6,26,小雨~雷阵雨,南风,1,7
东莞,2018/3/5,33,优,21,25,6,0.6,26,小雨~阴,无持续风向,1,1
东莞,2018/3/6,43,优,30,40,9,0.8,32,阴,无持续风向,0,2
东莞,2018/3/7,81,良,29,46,10,0.8,37,阵雨~中雨,无持续风向,1,3
东莞,2018/3/8,28,优,9,9,5,0.8,22,雷阵雨~多云,北风,1,4
东莞,2018/3/9,50,优,19,35,8,0.7,34,晴,无持续风向,0,5
东莞,2018/3/10,97,良,44,61,14,0.8,57,晴,无持续风向,0,6
东莞,2018/3/11,123,轻度污染,47,63,12,0.8,50,多云,无持续风向,0,7
东莞,2018/3/12,82,良,41,60,13,0.9,65,多云,无持续风向,0,1
东莞,2018/3/13,70,良,35,51,11,0.9,56,多云~阵雨,无持续风向,1,2
东莞,2018/3/14,64,良,34,47,9,0.9,51,雷阵雨,无持续风向,1,3
东莞,2018/3/15,87,良,52,57,10,1,69,雷阵雨,无持续风向,1,4
东莞,2018/3/16,110,轻度污染,82,77,14,1.1,63,多云,无持续风向,0,5
东莞,2018/3/17,52,良,36,39,7,0.8,30,阴,无持续风向,0,6
东莞,2018/3/18,49,优,31,42,9,0.8,37,多云,南风,0,7
东莞,2018/3/19,55,良,34,42,7,0.8,44,小到中雨~中到大雨,无持续风向,1,1
东莞,2018/3/20,32,优,12,15,7,1,22,多云,北风,0,2
东莞,2018/3/21,50,优,15,25,9,0.9,28,多云,无持续风向,0,3
东莞,2018/3/22,76,良,33,55,14,0.8,46,晴~多云,无持续风向,0,4
东莞,2018/3/23,125,轻度污染,54,91,15,0.9,69,多云,无持续风向,0,5
东莞,2018/3/24,71,良,44,74,10,0.8,43,多云,无持续风向,0,6
东莞,2018/3/25,64,良,40,73,13,0.8,50,多云~阵雨,无持续风向,1,7
东莞,2018/3/26,88,良,56,78,15,1,54,阴~多云,无持续风向,0,1
东莞,2018/3/27,104,轻度污染,46,55,15,1,45,多云,无持续风向,0,2
东莞,2018/3/28,148,轻度污染,75,75,11,0.9,42,多云,无持续风向,0,3
东莞,2018/3/29,86,良,48,57,10,0.8,44,多云,无持续风向,0,4
东莞,2018/3/30,116,轻度污染,54,67,14,0.9,48,多云,无持续风向,0,5
东莞,2018/3/31,111,轻度污染,36,57,16,0.8,45,多云,无持续风向,0,6
东莞,2018/4/1,150,轻度污染,40,59,11,0.7,37,多云,无持续风向,0,7
东莞,2018/4/2,97,良,40,58,11,0.7,37,多云,无持续风向,0,1
东莞,2018/4/3,77,良,37,56,10,0.7,36,多云,无持续风向,0,2
东莞,2018/4/4,61,良,32,50,11,0.7,45,多云,无持续风向,0,3
东莞,2018/4/5,43,优,26,43,9,0.7,34,多云,无持续风向,0,4
东莞,2018/4/6,45,优,25,45,13,0.8,32,小雨,北风,1,5
东莞,2018/4/7,75,良,29,100,10,0.6,29,阵雨~多云,无持续风向,1,6
东莞,2018/4/8,131,轻度污染,42,99,15,0.7,45,多云,无持续风向,0,7
东莞,2018/4/9,91,良,53,97,16,0.9,54,多云,无持续风向,0,1
东莞,2018/4/10,68,良,38,57,10,0.7,37,多云,无持续风向,0,2
东莞,2018/4/11,53,良,32,50,10,0.7,42,阴~多云,无持续风向,0,3
东莞,2018/4/12,44,优,24,37,8,0.7,35,多云,南风,0,4
东莞,2018/4/13,35,优,21,29,7,0.7,28,多云,南风,0,5
东莞,2018/4/14,33,优,19,23,6,0.7,26,雷阵雨,无持续风向,1,6
东莞,2018/4/15,27,优,13,17,7,0.9,21,小到中雨,北风,1,7
东莞,2018/4/16,49,优,32,49,7,0.8,28,中雨~小雨,无持续风向,1,1
东莞,2018/4/17,80,良,46,84,11,0.8,42,阴,无持续风向,0,2
东莞,2018/4/18,110,轻度污染,83,89,12,1,56,多云,无持续风向,0,3
东莞,2018/4/19,133,轻度污染,67,84,13,0.8,52,多云,无持续风向,0,4
东莞,2018/4/20,57,良,36,59,10,0.6,40,雷阵雨,东南风,1,5
东莞,2018/4/21,51,良,32,51,8,0.6,37,阴,无持续风向,0,6
东莞,2018/4/22,53,良,37,55,9,0.7,41,雷阵雨,无持续风向,1,7
东莞,2018/4/23,38,优,24,32,6,0.6,30,雷阵雨~小到中雨,无持续风向,1,1
东莞,2018/4/24,43,优,26,31,9,0.8,34,雷阵雨~阴,无持续风向,1,2
东莞,2018/4/25,50,优,35,47,13,0.9,38,阴,无持续风向,0,3
东莞,2018/4/26,92,良,68,70,18,1.1,64,小到中雨~雷阵雨,无持续风向,1,4
东莞,2018/4/27,77,良,56,66,15,1,47,小雨,无持续风向,1,5
东莞,2018/4/28,89,良,55,64,10,1,45,多云,无持续风向,0,6
东莞,2018/4/29,72,良,37,50,8,0.7,32,多云,无持续风向,0,7
东莞,2018/4/30,42,优,29,42,8,0.6,32,阴,无持续风向,0,1
东莞,2018/5/1,35,优,21,31,8,0.5,28,多云,无持续风向,0,2
东莞,2018/5/2,73,良,27,38,8,0.6,28,雷阵雨,无持续风向,1,3
东莞,2018/5/3,63,良,29,43,9,0.7,29,中到大雨~中雨,无持续风向,1,4
东莞,2018/5/4,48,优,24,36,6,0.8,28,雷阵雨,无持续风向,1,5
东莞,2018/5/5,65,良,25,45,7,0.6,29,雷阵雨,无持续风向,1,6
东莞,2018/5/6,30,优,21,30,5,0.6,24,中雨~雷阵雨,无持续风向,1,7
东莞,2018/5/7,34,优,14,18,5,0.6,18,中雨~大雨,南风,1,1
东莞,2018/5/8,42,优,19,32,8,0.6,33,雷阵雨,无持续风向,1,2
东莞,2018/5/9,42,优,26,36,8,0.8,33,大雨~小到中雨,无持续风向,1,3
东莞,2018/5/10,51,良,24,44,7,0.6,30,中雨~小到中雨,无持续风向,1,4
东莞,2018/5/11,74,良,31,56,8,0.6,32,雷阵雨,无持续风向,1,5
东莞,2018/5/12,44,优,27,44,7,0.6,30,多云,无持续风向,0,6
东莞,2018/5/13,58,良,25,35,6,0.5,25,小雨,无持续风向,1,7
东莞,2018/5/14,70,良,21,32,6,0.5,20,雷阵雨~多云,无持续风向,1,1
东莞,2018/5/15,40,优,14,21,5,0.4,18,多云,无持续风向,0,2
东莞,2018/5/16,38,优,15,25,5,0.5,23,多云,无持续风向,0,3
东莞,2018/5/17,37,优,16,26,5,0.4,19,多云,无持续风向,0,4
东莞,2018/5/18,68,良,20,29,5,0.5,20,多云,无持续风向,0,5
东莞,2018/5/19,97,良,23,33,7,0.5,22,多云,无持续风向,0,6
东莞,2018/5/20,69,良,20,29,7,0.5,22,多云,无持续风向,0,7
东莞,2018/5/21,65,良,16,26,6,0.4,22,多云,无持续风向,0,1
东莞,2018/5/22,102,轻度污染,20,30,6,0.4,22,多云,无持续风向,0,2
东莞,2018/5/23,119,轻度污染,26,40,8,0.5,26,多云,无持续风向,0,3
东莞,2018/5/24,70,良,23,30,6,0.4,23,多云,无持续风向,0,4
东莞,2018/5/25,47,优,15,25,6,0.4,23,多云,无持续风向,0,5
东莞,2018/5/26,44,优,16,24,5,0.5,16,多云,无持续风向,0,6
东莞,2018/5/27,56,良,19,28,6,0.5,22,多云~晴,无持续风向,0,7
东莞,2018/5/28,128,轻度污染,22,41,8,0.7,35,雷阵雨~多云,无持续风向,1,1
东莞,2018/5/29,120,轻度污染,29,47,10,0.7,41,多云,无持续风向,0,2
东莞,2018/5/30,79,良,24,34,8,0.5,25,多云,无持续风向,0,3
东莞,2018/5/31,102,轻度污染,19,30,8,0.6,22,多云~雷阵雨,无持续风向,1,4
东莞,2018/6/1,66,良,26,36,7,0.6,29,中雨~雷阵雨,无持续风向,1,5
东莞,2018/6/2,109,轻度污染,25,37,5,0.6,23,中雨~多云,无持续风向,1,6
东莞,2018/6/3,89,良,29,41,6,0.7,19,雷阵雨,无持续风向,1,7
东莞,2018/6/4,62,良,23,34,7,0.6,19,雷阵雨,无持续风向,1,1
东莞,2018/6/5,37,优,20,26,6,0.6,26,中雨~雷阵雨,无持续风向,1,2
东莞,2018/6/6,30,优,12,15,6,0.6,24,大雨,无持续风向,1,3
东莞,2018/6/7,27,优,9,16,5,0.6,21,大雨,无持续风向,1,4
东莞,2018/6/8,33,优,12,16,5,0.6,26,大雨~中雨,东南风,1,5
东莞,2018/6/9,43,优,18,28,9,0.7,34,雷阵雨,无持续风向,1,6
东莞,2018/6/10,52,良,20,37,11,0.7,31,多云,无持续风向,0,7
东莞,2018/6/11,111,轻度污染,36,57,12,0.7,39,多云~雷阵雨,无持续风向,1,1
东莞,2018/6/12,62,良,44,50,11,0.8,37,中雨~大雨,无持续风向,1,2
东莞,2018/6/13,39,优,23,25,7,0.7,31,大雨~雷阵雨,无持续风向,1,3
东莞,2018/6/14,36,优,15,24,8,0.7,24,雷阵雨,无持续风向,1,4
东莞,2018/6/15,47,优,19,29,8,0.6,25,多云,无持续风向,0,5
东莞,2018/6/16,95,良,21,34,8,0.6,26,多云~雷阵雨,无持续风向,1,6
东莞,2018/6/17,93,良,28,48,9,0.5,26,雷阵雨~中雨,无持续风向,1,7
东莞,2018/6/18,106,轻度污染,33,41,9,0.6,20,雷阵雨~多云,无持续风向,1,1
东莞,2018/6/19,35,优,17,24,6,0.5,18,雷阵雨,无持续风向,1,2
东莞,2018/6/20,63,良,19,35,6,0.4,18,雷阵雨,无持续风向,1,3
东莞,2018/6/21,53,良,21,36,6,0.5,25,雷阵雨,无持续风向,1,4
东莞,2018/6/22,44,优,20,32,7,0.6,35,雷阵雨~中雨,无持续风向,1,5
东莞,2018/6/23,50,优,16,28,6,0.7,40,大雨~雷阵雨,无持续风向,1,6
东莞,2018/6/24,39,优,15,30,6,0.6,26,雷阵雨,南风,1,7
东莞,2018/6/25,29,优,14,21,4,0.5,23,雷阵雨~阵雨,无持续风向,1,1
东莞,2018/6/26,39,优,18,28,6,0.6,31,雷阵雨~多云,无持续风向,1,2
东莞,2018/6/27,65,良,21,33,7,0.6,28,多云,无持续风向,0,3
东莞,2018/6/28,78,良,19,34,7,0.5,23,雷阵雨~多云,无持续风向,1,4
东莞,2018/6/29,88,良,23,34,7,0.6,27,多云,无持续风向,0,5
东莞,2018/6/30,53,良,18,30,6,0.5,21,雷阵雨~多云,无持续风向,1,6
东莞,2018/7/1,47,优,16,28,6,0.5,19,雷阵雨,无持续风向,1,7
东莞,2018/7/2,44,优,18,33,6,0.7,35,雷阵雨,无持续风向,1,1
东莞,2018/7/3,33,优,19,33,5,0.6,24,雷阵雨,无持续风向,1,2
东莞,2018/7/4,48,优,16,30,5,0.5,16,雷阵雨~阵雨,无持续风向,1,3
东莞,2018/7/5,29,优,15,27,5,0.5,22,阴,无持续风向,0,4
东莞,2018/7/6,40,优,13,25,4,0.5,20,雷阵雨,无持续风向,1,5
东莞,2018/7/7,35,优,13,23,5,0.5,28,雷阵雨,无持续风向,1,6
东莞,2018/7/8,37,优,19,31,7,0.6,29,雷阵雨,无持续风向,1,7
东莞,2018/7/9,33,优,12,25,6,0.5,19,雷阵雨,无持续风向,1,1
东莞,2018/7/10,49,优,16,32,9,0.5,27,雷阵雨~多云,无持续风向,1,2
东莞,2018/7/11,168,中度污染,34,49,9,0.6,32,多云,无持续风向,0,3
东莞,2018/7/12,68,良,17,28,7,0.4,26,雷阵雨,无持续风向,1,4
东莞,2018/7/13,28,优,14,19,6,0.5,20,中雨~雷阵雨,无持续风向,1,5
东莞,2018/7/14,24,优,11,19,5,0.5,18,大雨~雷阵雨,无持续风向,1,6
东莞,2018/7/15,26,优,11,19,6,0.4,15,中雨,东风,1,7
东莞,2018/7/16,49,优,16,33,8,0.5,24,多云,无持续风向,0,1
东莞,2018/7/17,68,良,26,44,9,0.6,29,雷阵雨,无持续风向,1,2
东莞,2018/7/18,34,优,15,26,5,0.4,15,雷阵雨~多云,东风,1,3
东莞,2018/7/19,38,优,18,30,6,0.4,20,雷阵雨,无持续风向,1,4
东莞,2018/7/20,58,良,15,26,7,0.5,24,多云,无持续风向,0,5
东莞,2018/7/21,95,良,25,39,10,0.5,30,多云,无持续风向,0,6
东莞,2018/7/22,53,良,20,33,12,0.6,30,雷阵雨,无持续风向,1,7
东莞,2018/7/23,35,优,17,34,7,0.6,28,大雨~雷阵雨,无持续风向,1,1
东莞,2018/7/24,32,优,19,28,5,0.6,25,大雨~雷阵雨,无持续风向,1,2
东莞,2018/7/25,48,优,22,36,6,0.7,38,雷阵雨~多云,无持续风向,1,3
东莞,2018/7/26,49,优,24,41,8,0.8,39,雷阵雨~阴,无持续风向,1,4
东莞,2018/7/27,57,良,26,43,8,0.7,36,雷阵雨,无持续风向,1,5
东莞,2018/7/28,90,良,20,32,8,0.6,26,雷阵雨~多云,无持续风向,1,6
东莞,2018/7/29,66,良,19,28,6,0.5,25,多云,无持续风向,0,7
东莞,2018/7/30,42,优,16,23,5,0.5,24,雷阵雨,无持续风向,1,1
东莞,2018/7/31,35,优,15,27,5,0.6,25,雷阵雨,无持续风向,1,2
东莞,2018/8/1,60,良,16,27,6,0.7,22,雷阵雨,无持续风向,1,3
东莞,2018/8/2,70,良,20,33,6,0.7,29,雷阵雨,无持续风向,1,4
东莞,2018/8/3,54,良,22,36,6,0.7,43,雷阵雨,无持续风向,1,5
东莞,2018/8/4,80,良,30,42,7,0.6,37,多云,无持续风向,0,6
东莞,2018/8/5,69,良,26,38,6,0.5,28,阵雨,无持续风向,1,7
东莞,2018/8/6,81,良,29,45,8,0.6,35,雷阵雨,无持续风向,1,1
东莞,2018/8/7,91,良,34,56,12,0.7,45,雷阵雨~多云,无持续风向,1,2
东莞,2018/8/8,67,良,23,39,9,0.6,29,多云,无持续风向,0,3
东莞,2018/8/9,60,良,19,32,6,0.5,19,雷阵雨,无持续风向,1,4
东莞,2018/8/10,30,优,15,20,5,0.6,24,大雨~中雨,无持续风向,1,5
东莞,2018/8/11,32,优,14,22,5,0.6,25,大到暴雨,东南风,1,6
东莞,2018/8/12,36,优,16,29,6,0.5,25,暴雨~雷阵雨,无持续风向,1,7
东莞,2018/8/13,72,良,20,35,7,0.6,24,雷阵雨,东风,1,1
东莞,2018/8/14,38,优,16,25,6,0.6,23,中雨~雷阵雨,东风,1,2
东莞,2018/8/15,43,优,18,26,5,0.7,25,雷阵雨,无持续风向,1,3
东莞,2018/8/16,35,优,16,27,6,0.7,28,中雨,无持续风向,1,4
东莞,2018/8/17,55,良,22,35,6,0.8,39,雷阵雨~中雨,无持续风向,1,5
东莞,2018/8/18,53,良,27,35,7,0.8,42,雷阵雨,无持续风向,1,6
东莞,2018/8/19,95,良,29,45,7,0.8,40,中雨~雷阵雨,无持续风向,1,7
东莞,2018/8/20,66,良,35,47,7,0.9,46,中雨~雷阵雨,无持续风向,1,1
东莞,2018/8/21,85,良,32,50,8,0.8,33,雷阵雨,无持续风向,1,2
东莞,2018/8/22,79,良,26,37,5,0.8,41,雷阵雨,无持续风向,1,3
东莞,2018/8/23,134,轻度污染,39,58,9,1,53,中雨~雷阵雨,无持续风向,1,4
东莞,2018/8/24,83,良,34,52,8,0.9,35,中雨~雷阵雨,无持续风向,1,5
东莞,2018/8/25,84,良,35,55,10,0.9,36,雷阵雨~阴,无持续风向,1,6
东莞,2018/8/26,60,良,23,33,6,0.9,23,雷阵雨,无持续风向,1,7
东莞,2018/8/27,46,优,31,33,7,1,35,雷阵雨,无持续风向,1,1
东莞,2018/8/28,50,优,21,25,5,0.8,32,中雨,无持续风向,1,2
东莞,2018/8/29,44,优,14,17,5,0.8,35,中雨~大雨,无持续风向,1,3
东莞,2018/8/30,38,优,13,16,5,0.6,30,暴雨~雷阵雨,无持续风向,1,4
东莞,2018/8/31,53,良,20,27,6,0.7,42,中雨~雷阵雨,无持续风向,1,5
东莞,2018/9/1,40,优,17,29,7,0.6,32,中雨~雷阵雨,无持续风向,1,6
东莞,2018/9/2,38,优,19,31,8,0.6,30,雷阵雨,无持续风向,1,7
东莞,2018/9/3,45,优,21,33,6,0.6,36,雷阵雨~多云,无持续风向,1,1
东莞,2018/9/4,95,良,25,41,8,0.5,35,雷阵雨,无持续风向,1,2
东莞,2018/9/5,100,良,32,44,9,0.6,38,雷阵雨,无持续风向,1,3
东莞,2018/9/6,104,轻度污染,31,42,7,0.6,32,雷阵雨~多云,无持续风向,1,4
东莞,2018/9/7,87,良,37,48,9,0.7,50,中雨~雷阵雨,无持续风向,1,5
东莞,2018/9/8,47,优,20,36,6,0.6,25,雷阵雨,北风,1,6
东莞,2018/9/9,59,良,31,45,7,0.6,20,多云,无持续风向,0,7
东莞,2018/9/10,45,优,31,45,8,0.8,30,多云,无持续风向,0,1
东莞,2018/9/11,68,良,36,51,9,0.7,36,多云,无持续风向,0,2
东莞,2018/9/12,49,优,31,42,8,0.6,28,雷阵雨~阴,无持续风向,1,3
东莞,2018/9/13,43,优,22,29,7,0.6,24,雷阵雨~多云,无持续风向,1,4
东莞,2018/9/14,48,优,29,43,9,0.6,34,多云,无持续风向,0,5
东莞,2018/9/15,39,优,27,37,9,0.5,28,阴~雷阵雨,北风,1,6
东莞,2018/9/16,27,优,8,20,5,0.4,8,暴雨~中雨,东风,1,7
东莞,2018/9/17,29,优,12,22,5,0.4,15,大雨~雷阵雨,东南风,1,1
东莞,2018/9/18,44,优,15,23,7,0.4,25,雷阵雨~多云,无持续风向,1,2
东莞,2018/9/19,134,轻度污染,35,58,13,0.7,48,多云,无持续风向,0,3
东莞,2018/9/20,149,轻度污染,43,57,10,0.7,41,雷阵雨,无持续风向,1,4
东莞,2018/9/21,110,轻度污染,23,39,8,0.6,35,多云~雷阵雨,无持续风向,1,5
东莞,2018/9/22,132,轻度污染,33,46,12,0.6,49,雷阵雨,无持续风向,1,6
东莞,2018/9/23,54,良,31,40,9,0.6,43,阴~多云,无持续风向,0,7
东莞,2018/9/24,42,优,27,36,9,0.7,25,雷阵雨,无持续风向,1,1
东莞,2018/9/25,53,良,25,36,8,0.7,33,多云,无持续风向,0,2
东莞,2018/9/26,103,轻度污染,30,50,11,0.7,35,雷阵雨~多云,无持续风向,1,3
东莞,2018/9/27,69,良,35,50,8,0.7,26,多云,无持续风向,0,4
东莞,2018/9/28,48,优,33,45,8,0.6,24,多云,无持续风向,0,5
东莞,2018/9/29,65,良,31,45,9,0.6,27,多云,无持续风向,0,6
东莞,2018/9/30,85,良,35,52,10,0.6,38,多云,无持续风向,0,7
东莞,2018/10/1,88,良,39,56,10,0.7,35,晴,无持续风向,0,1
东莞,2018/10/2,98,良,37,62,11,0.7,32,晴,无持续风向,0,2
东莞,2018/10/3,99,良,42,67,13,0.8,37,晴,无持续风向,0,3
东莞,2018/10/4,91,良,36,57,12,0.7,38,晴,无持续风向,0,4
东莞,2018/10/5,100,良,35,52,12,0.8,34,晴,无持续风向,0,5
东莞,2018/10/6,106,轻度污染,37,57,13,0.7,40,晴,无持续风向,0,6
东莞,2018/10/7,117,轻度污染,59,78,15,0.8,53,晴,无持续风向,0,7
东莞,2018/10/8,138,轻度污染,61,79,9,0.7,35,晴~多云,无持续风向,0,1
东莞,2018/10/9,137,轻度污染,56,73,8,0.7,32,多云,无持续风向,0,2
东莞,2018/10/10,70,良,51,53,8,0.8,32,阴~小雨,无持续风向,1,3
东莞,2018/10/11,39,优,21,26,7,0.9,23,多云,无持续风向,0,4
东莞,2018/10/12,50,优,35,45,10,0.9,31,多云,无持续风向,0,5
东莞,2018/10/13,66,良,39,51,12,0.9,40,多云,无持续风向,0,6
东莞,2018/10/14,54,良,37,58,8,0.7,40,小雨,无持续风向,1,7
东莞,2018/10/15,62,良,37,49,7,0.7,49,小雨,无持续风向,1,1
东莞,2018/10/16,39,优,18,21,7,1,31,雷阵雨,无持续风向,1,2
东莞,2018/10/17,39,优,19,21,7,0.9,31,阴~小雨,无持续风向,1,3
东莞,2018/10/18,38,优,26,31,8,0.8,29,小雨~多云,无持续风向,1,4
东莞,2018/10/19,57,良,39,52,10,0.8,36,阴~多云,无持续风向,0,5
东莞,2018/10/20,69,良,50,67,9,0.8,42,多云,无持续风向,0,6
东莞,2018/10/21,83,良,35,50,7,0.6,27,多云,无持续风向,0,7
东莞,2018/10/22,63,良,45,60,9,0.8,49,阴,无持续风向,0,1
东莞,2018/10/23,41,优,26,35,9,0.9,28,多云,无持续风向,0,2
东莞,2018/10/24,67,良,37,54,13,0.9,40,小雨~多云,无持续风向,1,3
东莞,2018/10/25,97,良,52,67,9,0.9,42,多云,无持续风向,0,4
东莞,2018/10/26,84,良,62,67,13,1,51,小雨~多云,无持续风向,1,5
东莞,2018/10/27,67,良,25,50,10,0.8,37,多云~晴,无持续风向,0,6
东莞,2018/10/28,60,良,31,57,13,0.6,45,晴,无持续风向,0,7
东莞,2018/10/29,70,良,33,61,13,0.6,56,晴,无持续风向,0,1
东莞,2018/10/30,62,良,28,50,12,0.6,49,晴,无持续风向,0,2
东莞,2018/10/31,65,良,24,44,11,0.6,29,晴~多云,无持续风向,0,3
东莞,2018/11/1,61,良,29,48,11,0.6,24,小雨~阴,北风,1,4
东莞,2018/11/2,57,良,40,45,8,0.8,28,多云,无持续风向,0,5
东莞,2018/11/3,32,优,19,25,8,0.7,25,多云,无持续风向,0,6
东莞,2018/11/4,53,良,37,48,10,0.8,34,多云,无持续风向,0,7
东莞,2018/11/5,74,良,49,69,11,0.9,42,多云,无持续风向,0,1
东莞,2018/11/6,80,良,41,57,10,0.7,45,多云,无持续风向,0,2
东莞,2018/11/7,77,良,56,79,13,0.9,55,小雨~多云,无持续风向,1,3
东莞,2018/11/8,63,良,45,59,11,1.1,38,多云,无持续风向,0,4
东莞,2018/11/9,58,良,33,54,15,1,46,阴,无持续风向,0,5
东莞,2018/11/10,102,轻度污染,76,99,18,1.2,68,多云,无持续风向,0,6
东莞,2018/11/11,87,良,64,81,12,1,54,多云~阴,无持续风向,0,7
东莞,2018/11/12,70,良,51,65,10,0.8,47,多云,无持续风向,0,1
东莞,2018/11/13,60,良,29,42,11,0.7,34,多云,无持续风向,0,2
东莞,2018/11/14,80,良,35,52,8,0.6,35,多云,无持续风向,0,3
东莞,2018/11/15,47,优,31,47,8,0.5,31,小雨,无持续风向,1,4
东莞,2018/11/16,47,优,29,44,9,0.6,37,小雨,无持续风向,1,5
东莞,2018/11/17,39,优,24,32,9,0.8,31,小雨,无持续风向,1,6
东莞,2018/11/18,65,良,47,64,12,1,44,小雨,无持续风向,1,7
东莞,2018/11/19,35,优,18,24,9,0.9,27,阴,无持续风向,0,1
东莞,2018/11/20,54,良,38,54,12,0.9,43,多云,无持续风向,0,2
东莞,2018/11/21,59,良,42,54,12,1,44,中雨,东北风,1,3
